2021-06-20 17:08:59,392 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-06-20 17:08:59,413 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-06-20 17:08:59,414 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-06-20 17:08:59,415 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-06-20 17:08:59,416 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-06-20 17:08:59,417 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-06-20 17:08:59,417 INFO  SwAddin.cs: 201 - Setting up command manager
2021-06-20 17:08:59,418 INFO  SwAddin.cs: 204 - Adding command manager
2021-06-20 17:08:59,420 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-06-20 17:08:59,420 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-06-20 17:08:59,420 INFO  SwAddin.cs: 210 - Adding event handlers
2021-06-20 17:08:59,422 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-06-20 17:12:26,411 INFO  SwAddin.cs: 294 - Assembly export called for file Arm-asm.SLDASM
2021-06-20 17:12:30,869 INFO  SwAddin.cs: 313 - Saving assembly
2021-06-20 17:12:31,075 INFO  SwAddin.cs: 316 - Opening property manager
2021-06-20 17:12:31,088 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Arm-asm.SLDASM
2021-06-20 17:12:31,096 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Arm-asm.SLDASM
2021-06-20 17:12:31,096 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Arm-asm.SLDASM
2021-06-20 17:12:31,096 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-06-20 17:12:31,097 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2021-06-20 17:12:31,098 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Arm-Base-1
2021-06-20 17:12:31,098 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Arm-Base-1
2021-06-20 17:12:31,098 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Arm-Base-1
2021-06-20 17:12:31,099 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Motor-Block-1
2021-06-20 17:12:31,099 INFO  ExportHelperExtension.cs: 1136 - Found 34 in Motor-Block-1
2021-06-20 17:12:31,099 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Motor-Block-1
2021-06-20 17:12:31,099 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Arm-Bar-1
2021-06-20 17:12:31,100 INFO  ExportHelperExtension.cs: 1136 - Found 32 in Arm-Bar-1
2021-06-20 17:12:31,100 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Arm-Bar-1
2021-06-20 17:12:31,100 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Limk3-1
2021-06-20 17:12:31,101 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Limk3-1
2021-06-20 17:12:31,101 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Limk3-1
2021-06-20 17:12:31,101 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Hand-1
